"","x"
"371",11
"372",12
"373",11
"374",3
"375",3
"376",4
"377",6
"378",7
"379",7
"380",6
"381",9
"382",4
"383",6
"384",8
"385",5
"386",4
"387",5
"388",7
"389",6
"390",5
"391",5
"392",9
"393",7
"394",6
"395",2
"396",4
"397",6
"398",6
"399",3
"400",3
"401",5
"402",7
"403",3
"404",1
"405",4
"406",6
"407",3
"408",9
"409",3
"410",5
"411",0
"412",2
"413",4
"414",6
"415",7
"416",7
"417",5
"418",8
"419",12
"420",9
"421",4
"422",2
"423",0
"424",6
"425",9
"426",10
"427",4
"428",7
"429",13
"430",13
"431",8
"432",7
"433",6
"434",9
"435",9
"436",3
"437",3
"438",5
"439",8
"440",7
"441",9
"442",7
"443",7
"444",7
"445",4
"446",5
"447",1
"448",4
"449",8
"450",7
"451",8
"452",2
"453",5
"454",5
"455",8
"456",8
"457",7
"458",5
"459",5
"460",6
"461",9
"462",5
"463",4
"464",8
"465",7
"466",9
"467",5
"468",5
"469",4
"470",9
"471",6
"472",7
"473",9
"474",7
"475",4
"476",4
"477",3
"478",5
"479",4
"480",2
"481",3
"482",6
"483",8
"484",10
"485",6
"486",4
"487",9
"488",8
"489",6
"490",3
"491",1
"492",2
"493",6
"494",7
"495",5
"496",10
"497",10
"498",6
"499",4
"500",3
"501",3
"502",2
"503",5
"504",5
"505",6
"506",10
"507",6
"508",4
"509",3
"510",3
"511",7
"512",5
"513",4
"514",3
"515",1
"516",1
"517",5
"518",10
"519",6
"520",6
"521",3
"522",2
"523",6
"524",14
"525",12
"526",9
"527",10
"528",4
"529",7
"530",6
"531",4
"532",1
"533",2
"534",2
"535",3
"536",3
"537",3
"538",7
"539",8
"540",9
"541",3
"542",1
"543",5
"544",0
"545",3
"546",2
"547",4
"548",4
"549",3
"550",4
"551",7
"552",5
"553",4
"554",6
"555",6
"556",5
"557",4
"558",1
"559",7
"560",7
"561",10
"562",9
"563",6
"564",9
"565",8
"566",0
"567",4
"568",3
"569",5
"570",4
"571",6
"572",8
"573",6
"574",6
"575",7
"576",6
"577",5
"578",5
"579",4
"580",0
"581",8
"582",3
"583",7
"584",4
"585",7
"586",7
"587",11
"588",12
"589",12
"590",12
"591",13
"592",10
"593",10
"594",4
"595",2
"596",6
"597",7
"598",6
"599",7
"600",7
"601",7
"602",8
"603",6
"604",8
"605",13
"606",11
"607",10
"608",6
"609",0
"610",8
"611",13
"612",7
"613",3
"614",0
"615",4
"616",6
"617",9
"618",9
"619",4
"620",7
"621",6
"622",9
"623",11
"624",10
"625",5
"626",4
"627",7
"628",8
"629",8
"630",5
"631",2
"632",3
"633",4
"634",7
"635",7
"636",4
"637",4
"638",8
"639",5
"640",4
"641",4
"642",6
"643",7
"644",5
"645",7
"646",6
"647",11
"648",12
"649",7
"650",10
"651",9
"652",8
"653",1
"654",8
"655",9
"656",6
"657",1
"658",5
"659",6
"660",5
"661",9
"662",11
"663",8
"664",5
"665",10
"666",13
"667",13
"668",16
"669",12
"670",5
"671",5
"672",8
"673",3
"674",8
"675",1
"676",5
"677",3
"678",2
"679",8
"680",7
"681",3
"682",7
"683",6
"684",3
"685",1
"686",7
"687",6
"688",12
"689",17
"690",14
"691",14
"692",13
"693",10
"694",10
"695",6
"696",3
"697",3
"698",6
"699",6
"700",7
"701",7
"702",5
"703",5
"704",6
"705",5
"706",2
"707",8
"708",7
"709",11
"710",5
"711",2
"712",4
"713",2
"714",5
"715",3
"716",5
"717",2
"718",3
"719",10
"720",12
"721",6
"722",5
"723",4
"724",2
"725",2
"726",3
"727",6
"728",10
"729",11
"730",5
"731",5
"732",8
"733",11
"734",14
"735",6
"736",4
"737",9
"738",4
"739",4
"740",10
"741",13
"742",11
"743",8
"744",3
"745",2
"746",7
"747",4
"748",6
"749",2
"750",5
"751",5
"752",7
"753",6
"754",7
"755",10
"756",12
"757",6
"758",6
"759",8
"760",8
"761",6
"762",5
"763",4
"764",5
"765",1
"766",3
"767",6
"768",4
"769",5
"770",1
"771",3
"772",3
"773",6
"774",5
"775",6
"776",5
"777",6
"778",7
"779",14
"780",10
"781",3
"782",9
"783",8
"784",7
"785",5
"786",2
"787",4
"788",6
"789",12
"790",11
"791",15
"792",13
"793",17
"794",14
"795",9
"796",8
"797",7
"798",6
"799",10
"800",5
"801",3
"802",9
"803",9
"804",8
"805",6
"806",6
"807",7
"808",9
"809",3
"810",1
"811",4
"812",7
"813",8
"814",5
"815",4
"816",7
"817",7
"818",6
"819",5
"820",8
"821",2
"822",5
"823",4
"824",3
"825",5
"826",9
"827",8
"828",7
"829",3
"830",4
"831",7
"832",8
"833",7
"834",3
"835",4
"836",5
"837",12
"838",8
"839",7
"840",7
"841",6
"842",4
"843",5
"844",7
"845",3
"846",9
"847",7
"848",12
"849",9
"850",7
"851",6
"852",3
"853",8
"854",6
"855",10
"856",4
"857",8
"858",9
"859",10
"860",14
"861",10
"862",8
"863",7
"864",9
"865",8
"866",17
"867",14
"868",9
"869",11
"870",9
"871",7
"872",4
"873",6
"874",8
"875",6
"876",5
"877",6
"878",5
"879",6
"880",7
"881",10
"882",6
"883",6
"884",4
"885",6
"886",8
"887",2
"888",5
"889",5
"890",8
"891",10
"892",6
"893",6
"894",6
"895",10
"896",8
"897",8
"898",7
"899",5
"900",5
"901",1
"902",2
"903",1
"904",5
"905",5
"906",9
"907",9
"908",7
"909",11
"910",12
"911",11
"912",11
"913",11
"914",8
"915",5
"916",3
"917",8
"918",9
"919",2
"920",3
"921",7
"922",6
"923",4
"924",5
"925",7
"926",3
"927",6
"928",2
"929",5
"930",5
"931",8
"932",12
"933",12
"934",10
"935",6
"936",3
"937",4
"938",5
"939",5
"940",6
"941",4
"942",6
"943",5
"944",6
"945",9
"946",4
"947",7
"948",6
"949",6
"950",5
"951",5
"952",9
"953",12
"954",9
"955",9
"956",11
"957",5
"958",6
"959",5
"960",5
"961",7
"962",5
"963",4
"964",7
"965",6
"966",4
"967",0
"968",2
"969",6
"970",7
"971",3
"972",4
"973",6
"974",9
"975",6
"976",9
"977",4
"978",5
"979",7
"980",6
"981",7
"982",5
"983",5
"984",1
"985",1
"986",4
"987",4
"988",2
"989",6
"990",8
"991",6
"992",5
"993",7
"994",7
"995",3
"996",5
"997",5
"998",8
"999",7
"1000",11
