"","x"
"261",2
"262",4
"263",3
"264",6
"265",8
"266",13
"267",12
"268",5
"269",2
"270",6
"271",6
"272",10
"273",1
"274",4
"275",3
"276",6
"277",9
"278",9
"279",8
"280",6
"281",8
"282",7
"283",6
"284",5
"285",7
"286",5
"287",6
"288",3
"289",6
"290",2
"291",3
"292",4
"293",6
"294",5
"295",6
"296",2
"297",5
"298",6
"299",6
"300",7
"301",5
"302",7
"303",9
"304",4
"305",4
"306",9
"307",4
"308",4
"309",3
"310",6
"311",3
"312",4
"313",3
"314",4
"315",5
"316",10
"317",4
"318",6
"319",8
"320",5
"321",2
"322",5
"323",5
"324",4
"325",4
"326",8
"327",8
"328",10
"329",6
"330",4
"331",2
"332",1
"333",6
"334",4
"335",4
"336",4
"337",3
"338",3
"339",6
"340",6
"341",10
"342",4
"343",3
"344",6
"345",8
"346",4
"347",4
"348",6
"349",1
"350",1
"351",3
"352",4
"353",5
"354",1
"355",6
"356",5
"357",3
"358",4
"359",3
"360",1
"361",5
"362",4
"363",3
"364",6
"365",8
"366",6
"367",8
"368",6
"369",5
"370",5
"371",6
"372",5
"373",3
"374",4
"375",5
"376",2
"377",3
"378",9
"379",5
"380",8
"381",6
"382",4
"383",9
"384",10
"385",3
"386",4
"387",7
"388",10
"389",4
"390",6
"391",2
"392",4
"393",9
"394",9
"395",9
"396",2
"397",6
"398",8
"399",13
"400",5
"401",5
"402",3
"403",3
"404",7
"405",9
"406",9
"407",8
"408",9
"409",7
"410",5
"411",5
"412",5
"413",5
"414",3
"415",3
"416",7
"417",6
"418",8
"419",7
"420",5
"421",4
"422",7
"423",10
"424",7
"425",5
"426",7
"427",4
"428",4
"429",3
"430",3
"431",5
"432",4
"433",4
"434",9
"435",5
"436",6
"437",6
"438",10
"439",9
"440",9
"441",8
"442",13
"443",5
"444",5
"445",7
"446",6
"447",5
"448",4
"449",6
"450",3
"451",1
"452",3
"453",6
"454",4
"455",4
"456",7
"457",4
"458",1
"459",3
"460",3
"461",8
"462",4
"463",2
"464",2
"465",3
"466",5
"467",2
"468",2
"469",8
"470",6
"471",4
"472",7
"473",2
"474",6
"475",2
"476",3
"477",3
"478",7
"479",7
"480",5
"481",5
"482",2
"483",2
"484",5
"485",6
"486",1
"487",3
"488",2
"489",3
"490",6
"491",4
"492",5
"493",4
"494",3
"495",4
"496",7
"497",7
"498",1
"499",6
"500",3
"501",2
"502",5
"503",4
"504",4
"505",6
"506",4
"507",6
"508",6
"509",2
"510",4
"511",6
"512",5
"513",7
"514",9
"515",5
"516",0
"517",4
"518",3
"519",4
"520",4
"521",7
"522",7
"523",7
"524",6
"525",7
"526",5
"527",1
"528",7
"529",4
"530",6
"531",8
"532",8
"533",8
"534",11
"535",11
"536",12
"537",3
"538",6
"539",7
"540",7
"541",4
"542",5
"543",7
"544",1
"545",2
"546",6
"547",6
"548",12
"549",8
"550",7
"551",6
"552",6
"553",5
"554",6
"555",6
"556",5
"557",4
"558",8
"559",3
"560",4
"561",6
"562",5
"563",3
"564",0
"565",0
"566",1
"567",0
"568",5
"569",3
"570",8
"571",9
"572",3
"573",4
"574",4
"575",3
"576",4
"577",3
"578",4
"579",5
"580",8
"581",10
"582",7
"583",1
"584",1
"585",3
"586",2
"587",7
"588",10
"589",5
"590",8
"591",5
"592",2
"593",6
"594",6
"595",5
"596",4
"597",5
"598",4
"599",5
"600",1
"601",7
"602",5
"603",4
"604",8
"605",1
"606",3
"607",3
"608",5
"609",6
"610",2
"611",4
"612",8
"613",4
"614",3
"615",2
"616",3
"617",4
"618",0
"619",7
"620",10
"621",8
"622",7
"623",4
"624",4
"625",7
"626",3
"627",4
"628",5
"629",3
"630",10
"631",9
"632",7
"633",3
"634",4
"635",5
"636",4
"637",5
"638",1
"639",2
"640",3
"641",4
"642",4
"643",6
"644",9
"645",9
"646",11
"647",5
"648",5
"649",8
"650",1
"651",4
"652",4
"653",11
"654",3
"655",2
"656",1
"657",0
"658",1
"659",6
"660",6
"661",7
"662",4
"663",6
"664",4
"665",5
"666",5
"667",6
"668",2
"669",3
"670",5
"671",4
"672",7
"673",3
"674",6
"675",2
"676",6
"677",5
"678",6
"679",5
"680",4
"681",2
"682",4
"683",5
"684",9
"685",9
"686",14
"687",14
"688",9
"689",4
"690",3
"691",6
"692",7
"693",4
"694",0
"695",3
"696",5
"697",6
"698",5
"699",6
"700",1
"701",4
"702",5
"703",4
"704",1
"705",5
"706",5
"707",5
"708",3
"709",2
"710",4
"711",3
"712",1
"713",5
"714",3
"715",8
"716",2
"717",4
"718",5
"719",5
"720",4
"721",6
"722",1
"723",2
"724",5
"725",7
"726",2
"727",4
"728",4
"729",5
"730",3
"731",3
"732",4
"733",6
"734",1
"735",4
"736",7
"737",9
"738",3
"739",3
"740",3
"741",5
"742",5
"743",5
"744",5
"745",2
"746",7
"747",6
"748",4
"749",5
"750",1
"751",1
"752",2
"753",3
"754",4
"755",7
"756",2
"757",4
"758",3
"759",3
"760",2
"761",6
"762",3
"763",4
"764",4
"765",8
"766",11
"767",3
"768",0
"769",5
"770",6
"771",3
"772",5
"773",3
"774",6
"775",4
"776",3
"777",0
"778",3
"779",2
"780",2
"781",5
"782",9
"783",10
"784",10
"785",9
"786",3
"787",3
"788",3
"789",5
"790",6
"791",4
"792",6
"793",3
"794",6
"795",8
"796",7
"797",7
"798",3
"799",4
"800",7
"801",10
"802",2
"803",3
"804",0
"805",3
"806",6
"807",6
"808",7
"809",10
"810",7
"811",5
"812",4
"813",5
"814",2
"815",4
"816",3
"817",5
"818",3
"819",8
"820",4
"821",5
"822",4
"823",11
"824",18
"825",11
"826",6
"827",5
"828",7
"829",9
"830",10
"831",4
"832",3
"833",9
"834",5
"835",5
"836",5
"837",4
"838",6
"839",7
"840",6
"841",5
"842",5
"843",3
"844",3
"845",10
"846",4
"847",1
"848",4
"849",7
"850",4
"851",3
"852",8
"853",11
"854",8
"855",5
"856",4
"857",4
"858",4
"859",7
"860",2
"861",5
"862",8
"863",7
"864",5
"865",3
"866",1
"867",2
"868",6
"869",5
"870",3
"871",8
"872",9
"873",7
"874",6
"875",5
"876",5
"877",7
"878",9
"879",10
"880",7
"881",3
"882",8
"883",8
"884",5
"885",7
"886",2
"887",1
"888",1
"889",6
"890",3
"891",3
"892",6
"893",5
"894",4
"895",7
"896",6
"897",6
"898",7
"899",5
"900",8
"901",11
"902",9
"903",8
"904",9
"905",8
"906",6
"907",6
"908",4
"909",4
"910",5
"911",6
"912",5
"913",4
"914",4
"915",7
"916",8
"917",6
"918",3
"919",5
"920",5
"921",6
"922",8
"923",8
"924",7
"925",7
"926",3
"927",4
"928",4
"929",6
"930",3
"931",4
"932",5
"933",1
"934",5
"935",7
"936",11
"937",8
"938",3
"939",3
"940",2
"941",4
"942",3
"943",5
"944",8
"945",4
"946",6
"947",8
"948",11
"949",8
"950",6
"951",1
"952",2
"953",2
"954",3
"955",5
"956",6
"957",5
"958",5
"959",7
"960",1
"961",5
"962",3
"963",3
"964",1
"965",4
"966",3
"967",5
"968",5
"969",8
"970",5
"971",4
"972",4
"973",1
"974",4
"975",4
"976",9
"977",7
"978",9
"979",5
"980",1
"981",7
"982",3
"983",6
"984",4
"985",4
"986",1
"987",5
"988",7
"989",1
"990",1
"991",4
"992",4
"993",5
"994",2
"995",4
"996",2
"997",5
"998",3
"999",3
"1000",2
